id,Tweet,likes,retweet,hashtags,Sentiment
1085667535289311232,Lindsey Graham just accidentally admitted that suppressing black voter turnout is a core GOP goal - https://t.co/ZS872ENZP8,0,0,apple,neutral
1085667535129841666,Apple should get into the smart ring business.,0,0,apple,positive
1085667533938659328,Finally have the 5$ apple music plan ,0,0,apple,neutral
1085667531078086656,Dude I cant deal with people who think living in discovery bay or apple hill is living large,0,0,apple,neutral
1085667530146963456,Apple to Cut Back on New Hires Following Disappointing Holiday iPhone Sales https://t.co/hIm8EUrKW0,0,0,apple,neutral
1085667526527205378,"@elizallen_ @swalkinshaw @Apple Too funny. Ive had the fluffy friends, but now I want to check my other memories",0,0,apple,negative
1085667511998267392,@ObiJ3ff Hello. Looks like you received a phishing call with a spoofed Apple number. If you aren't expecting a call https://t.co/SnaEpgiZPU,0,0,apple,neutral
1085667510618284032,"OF A CALL A FEW MONTHS AGO ON  APPLE hitting 140 give r take. MARKO Kolanovic - market mover at times, QUANT, COMPU https://t.co/EizNUbowP3",0,0,apple,neutral
1085667509838086145,PEOPLE I'VE SEEN ON CNBC = OK - TUSA - IS THE MAN - hasn't missed a BEAT YET with GE (AND COCKY like HIS BOSS AND S https://t.co/dxJPMyCRa8,0,0,apple,neutral
1085667500992405505,Wayne smoked this ... https://t.co/ERgRsBkGNw,0,0,apple,neutral
1085667498257670144,I literally only just flossed to get apple out of my teeth and my gums are SEVERED,0,0,apple,neutral
1085667487713239040,"Federal agency improperly ignored constitutional concerns about Trump hotel, IG says - The Washington Post https://t.co/a9fbJ4TZsB",0,0,apple,neutral
1085667487117524992,"This week on @ComingOutPod, we finally got to talk to Everyone's Fairy Gaymother (TM), the fabulous @DanaPiccoli! O https://t.co/HIx2NFRDUb",0,0,apple,positive
1085667486807310336,Apple juice is so good,0,0,apple,positive
1085667483749703682,"Did you know you can watch ABC 33/40 on the all new STIRR App for iPhone, iPad, Android devices, Apple TV, Roku, Fi https://t.co/kqpL7LVA8V",0,0,apple,neutral
1085667478611537920,"Jack Bogle, founder of Vanguard Group and creator of the index fund,
https://t.co/kwQVzKNKzh @CNBC",0,0,apple,neutral
1085667476313198592,No ion need nooobody. https://t.co/BnKUzi4Ek5,0,0,apple,neutral
1085667475038056450,How to watch the supermoon turn blood-red this weekend - Vox https://t.co/AMhqNveAAy,0,0,apple,neutral
1085667474786398209,Information Technology Sector: Apple's Warning Weighs Ahead Of Q4 Reports - Seeking Alpha - https://t.co/elyTrA4xyq,0,0,apple,neutral
1085667473188405248,Yall ever call yourself unpopular just to flex about having an Apple Watch? https://t.co/cIxDFGo9zY,0,0,apple,neutral
1085667468968935424,The only got the clean version of Pow on Apple Music and its so cringeworthy ,0,0,apple,neutral
1085667467299614720,Im bout to cry https://t.co/Jzz68ZFj9E,0,0,apple,neutral
1085667464170614784,"Suicide blast kills four Americans in Syria, a sign of remaining extremist danger - The Washington Post https://t.co/XaZ9EkiK82",0,0,apple,neutral
1085667459917598720,"Tonights Appetizer: Grilled Shrimp with a Fennel, Slab Bacon, Apple Chutney finished with a Honey Bourbon Glaze https://t.co/R38ZJAGs82",0,0,apple,neutral
1085667458298585088,"Note to Apple: Buy Verona's Epic Systems Corp., says CNBC's Jim Cramer - https://t.co/t7GNBwOU8L - https://t.co/ZUeSefT9WB",0,0,apple,neutral
1085667458004832256,@sunshineizuku Its because our teen angst is still right at the surface,0,0,apple,neutral
1085667454565695490,"Delivered some ice wraith teeth to Marise, and got some food. Fair nuff, I did only buy and steal them.
Emptied the https://t.co/s0SW5t3IBR",0,0,apple,neutral
1085667454355791873,Thank you #apple for making Siri.  I can have so much independence as a blind person because of her.,0,0,apple,positive
1085667453525356544,"ICE almost deported a U.S.-born Marine veteran, says ACLU - NBC News https://t.co/OKZkQpLx71",0,0,apple,neutral
1085667451629699073,"My Socks Seahorse:) 
Download: https://t.co/C8WwbGuMwP https://t.co/cc29dsPix1",0,0,apple,neutral
1085667450602037249,moms sent me this song today and wow the song &amp; album is fire   https://t.co/i05F6FP6mt,0,0,apple,neutral
1085667446680403969,The Government Shutdown: Where Things Stand - The New York Times https://t.co/Jbq0o1fun5,0,0,apple,neutral
1085667441995407361,"Apple Business Chat expands to Sprint customer service, now used by 44 companies - 9to5Mac - https://t.co/Q93R7xMWZ7",0,0,apple,neutral
1085667438933495814,@thaylanemend apple amg,0,0,apple,neutral
1085667438522519552,For those that read the first Apple in healthcare report - we talked exactly about using insurance carriers as subs https://t.co/F07eS1NKgT,0,0,apple,neutral
1085667434961534983,"Apple plans some hiring reductions after selling fewer iPhones: Bloomberg  
https://t.co/bN0dAKXLBI",0,0,apple,neutral
1085667431597645825,was looking at last years bday playlist &amp;&amp; saw this . shxt still slaps so gd hard .  https://t.co/Wvs2MxYpcC,0,0,apple,neutral
1085667430397992960,"I told my boi Travis Scott overrated.... he only make hits if he got a feature. Except for Apple Pie, Antidote, n https://t.co/KMYS6ME36V",0,0,apple,negative
1085667430230253568,"Lordy, There are Tapes!: Trump AG pick Barr wrong on Comey - MSNBC https://t.co/uWuzE9bKfE",0,0,apple,neutral
1085667428263067648,"Help me save Dragonia!
 
 Come and join me in Merge Dragons! Use this Tag to add me to your friend list: FURTANTA https://t.co/ZZBhTaKYES",0,0,apple,positive
1085667426551906305,My move goal was just achieved on my Apple Watch by lifting my hand to stuff my face. Im clearly putting in some solid work,0,0,apple,neutral
1085667423414562817,An 87-year-olds obituary said Trump hastened her death. A local paper wouldnt run it. - The Washington Post https://t.co/GxPxjssiuq,0,0,apple,neutral
1085667415554514945,"Waters targets Carson, Mulvaney in fighting Trump rollbacks - POLITICO https://t.co/4XEkr9iU8H",0,0,apple,neutral
1085667414975672322,you all should know how i feel about this one! https://t.co/7HvCUih9Ln,0,0,apple,neutral
1085667396357107719,Anybody elses Apple Music skipping thru songs?,0,0,apple,neutral
1085667389801402368,"Apple iPad (Wi-Fi, 32GB) - Gold
 https://t.co/Ufkq4wx9tD
#apple #table #edmondsmediastudio #ipad #wifi #gold #media https://t.co/GrNCBRf45l",0,0,apple,positive
1085667385732870144,Pelosi asks Trump to reschedule State of the Union amid shutdown - The New York Times https://t.co/VM6tzjzfgX,0,0,apple,neutral
1085667369807163393,Techs just replaced the battery &amp; charging port on an iPhone 6S Plus for a customer from Wilkes Barre.  Call 570825 https://t.co/ok67ECduKS,0,0,apple,negative
1085667369433866240,"This article is INFURIATING!

Bringing back government workers piecemeal so they can sell public lands for oil and https://t.co/NhBsde9tBV",0,0,apple,neutral
1085667368624316417,"An album cover commission for Senan! :)

The song can be found at these links! :0
(PLEASE NOTE THE SONG HAS EXPLICI https://t.co/C22RkXbKQ8",0,0,apple,positive
1085667360349061120,Pelosi asks Trump to reschedule State of the Union amid shutdown - The New York Times https://t.co/61YkQlZmwL,0,0,apple,neutral
1085667352488878082,The artwork Apple is making for these stories is simply amazing. Makes me wanna buy the app just because of it. https://t.co/6b1vMX602o,0,0,apple,positive
1085667352056864768,Also my phone apparently didnt copy the predictive text from my previous one so now whenever i type G i dont Immed https://t.co/yqNpfkpuHt,0,0,apple,negative
1085667350223966209,Literally like DYING for a baked apple dumpling from Cracker Barrel! #sweettooth #igottacraving ,0,0,apple,positive
1085667349242482690,"I knew wed have a difficult time following up last weeks HoopzChat with @FightOwensFight, @BigMagic3point0, and https://t.co/FrKtdV2OEP",0,0,apple,neutral
1085667348277686273,#ootd the other day! #quicksilver shirt from #Waikiki #sneakerhead #nikeplusapplewatch3 #nikeepicreactflyknit #grey https://t.co/jKXHbyuEp0,0,0,apple,neutral
1085667345622802434,Theresa May Brexit statement: PM says it is now time to 'find a way forward' -But hasnt discounted a No deal Brexi https://t.co/IrmPOifly4,0,0,apple,neutral
1085667341831192576,"@verge Or if you had an android, older models have replaceable batteries that cost $10 or you can buy a case just l https://t.co/uYPdI5E3UL",0,0,apple,neutral
1085667341277507585,Fuck a friend zone on Apple Music ,0,0,apple,neutral
1085667338534481928,@JoeBudden Never happened when I listened to free on Apple @JoeBudden what the fluck,0,0,apple,neutral
1085667338446360577,Apple reportedly switching iPhone charging cord https://t.co/couROa69IJ,0,0,apple,neutral
1085667337209110530,Apple reportedly working to bring Watch to seniors with private Medicareplans https://t.co/XHJhKkcSz5 https://t.co/cBCaaQTD38,0,0,apple,neutral
1085667336382640128,"Android
https://t.co/fOqB9mrJ0V
Iphone (apple) 
https://t.co/RyJKHiKEnm https://t.co/tuzsLH1xPM",0,0,apple,neutral
1085667325129437184,"Big Neph brings a damaging new tape to all streaming platforms

https://t.co/iJPJEc6Yx7 https://t.co/iJPJEc6Yx7",0,0,apple,neutral
1085667320096346113,Apple MacBook PRO 13 (Early 2011) 16GB RAM 1TB HDD Customized Low Price #Jailbreak #Bitcoin #Coinbase https://t.co/C2ZS0GPq9z,0,0,apple,neutral
